AELEC,FELECCION,EDOCVE,EDONOM,MPIOCVE,MPIONOM,SECCION,TIPOSEC,DEF,DEL,SEXO,EDAD,LN,SV,NV,NS
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,18,18,10,8,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,19,21,6,15,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,20,17,6,11,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,21,18,4,14,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,22,16,1,15,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,23,19,4,15,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,24,14,5,9,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,25,25,6,19,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,26,18,1,17,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,27,19,1,18,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,28,16,3,13,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,29,15,6,9,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,30,20,7,13,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,31,16,5,11,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,32,17,3,14,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,33,20,6,14,0
2015,7/6/2015,2,BAJA CALIFORNIA,1,Ensenada,1,U,3,15,0,34,19,10,9,0
