AELEC,FELECCION,EDOCVE,EDONOM,MPIOCVE,MPIONOM,SECCION,TIPOSEC,DEF,DEL,SEXO,EDAD,LN,SV,NV,NS
2024,06/02/2024,18,NAYARIT,16,Tecuala,566,R,1,2,1,33,1,1,0,0
2024,06/02/2024,18,NAYARIT,17,Tepic,923,U,2,6,1,39,4,4,0,0
2024,06/02/2024,18,NAYARIT,17,Tepic,939,U,2,6,1,73,1,1,0,0
2024,06/02/2024,18,NAYARIT,17,Tepic,769,R,2,8,0,60,6,5,1,0
2024,06/02/2024,18,NAYARIT,12,San Blas,394,R,1,5,1,57,3,2,1,0
2024,06/02/2024,18,NAYARIT,7,Ixtlán del Río,230,M,3,13,0,33,22,8,14,0
2024,06/02/2024,18,NAYARIT,17,Tepic,952,U,2,7,0,20,11,7,4,0
2024,06/02/2024,18,NAYARIT,7,Ixtlán del Río,235,R,3,13,1,98,1,0,1,0
2024,06/02/2024,18,NAYARIT,17,Tepic,610,U,2,10,1,60,12,8,4,0
2024,06/02/2024,18,NAYARIT,6,Huajicori,211,R,1,1,1,43,5,4,1,0
2024,06/02/2024,18,NAYARIT,17,Tepic,725,U,2,10,0,28,13,7,6,0
2024,06/02/2024,18,NAYARIT,10,Rosamorada,277,M,1,1,0,28,7,4,3,0
2024,06/02/2024,18,NAYARIT,10,Rosamorada,277,M,1,1,0,53,10,3,7,0
2024,06/02/2024,18,NAYARIT,6,Huajicori,197,M,1,1,0,82,1,1,0,0
2024,06/02/2024,18,NAYARIT,16,Tecuala,550,M,1,2,0,22,19,11,8,0
2024,06/02/2024,18,NAYARIT,10,Rosamorada,311,M,1,2,0,23,10,5,5,0
2024,06/02/2024,18,NAYARIT,16,Tecuala,553,M,1,2,0,43,7,6,1,0
2024,06/02/2024,18,NAYARIT,16,Tecuala,550,M,1,2,0,49,18,11,7,0
2024,06/02/2024,18,NAYARIT,10,Rosamorada,315,M,1,2,0,52,7,7,0,0
2024,06/02/2024,18,NAYARIT,10,Rosamorada,311,M,1,2,0,63,10,7,3,0
2024,06/02/2024,18,NAYARIT,10,Rosamorada,315,M,1,2,0,70,2,0,2,0
2024,06/02/2024,18,NAYARIT,11,Ruíz,337,M,1,3,0,21,8,1,7,0
2024,06/02/2024,18,NAYARIT,9,Del Nayar,257,M,1,3,0,25,25,3,22,0
2024,06/02/2024,18,NAYARIT,9,Del Nayar,257,M,1,3,0,65,3,3,0,0
2024,06/02/2024,18,NAYARIT,11,Ruíz,338,M,1,3,0,91,1,0,1,0
2024,06/02/2024,18,NAYARIT,18,Tuxpan,810,M,1,4,0,32,3,3,0,0
2024,06/02/2024,18,NAYARIT,18,Tuxpan,821,M,1,4,0,54,6,3,3,0
2024,06/02/2024,18,NAYARIT,18,Tuxpan,821,M,1,4,0,68,4,4,0,0
2024,06/02/2024,18,NAYARIT,15,Santiago Ixcuintla,546,M,1,5,0,22,13,4,9,0
2024,06/02/2024,18,NAYARIT,15,Santiago Ixcuintla,522,M,1,5,0,22,12,5,7,0
2024,06/02/2024,18,NAYARIT,15,Santiago Ixcuintla,545,M,1,5,0,28,8,1,7,0
2024,06/02/2024,18,NAYARIT,15,Santiago Ixcuintla,545,M,1,5,0,60,5,4,1,0
2024,06/02/2024,18,NAYARIT,12,San Blas,393,M,1,5,0,63,4,3,1,0
2024,06/02/2024,18,NAYARIT,12,San Blas,382,M,1,5,0,67,5,2,3,0
2024,06/02/2024,18,NAYARIT,12,San Blas,393,M,1,5,0,69,3,2,1,0
2024,06/02/2024,18,NAYARIT,15,Santiago Ixcuintla,545,M,1,5,0,78,4,4,0,0
2024,06/02/2024,18,NAYARIT,17,Tepic,998,M,2,7,0,27,17,3,14,0
2024,06/02/2024,18,NAYARIT,17,Tepic,996,M,2,7,0,43,7,3,4,0
2024,06/02/2024,18,NAYARIT,17,Tepic,998,M,2,7,0,55,10,2,8,0
2024,06/02/2024,18,NAYARIT,17,Tepic,781,M,2,8,0,30,12,5,7,0
2024,06/02/2024,18,NAYARIT,17,Tepic,781,M,2,8,0,75,6,5,1,0
2024,06/02/2024,18,NAYARIT,17,Tepic,770,M,2,9,0,86,4,2,2,0
2024,06/02/2024,18,NAYARIT,4,Bahía de Banderas,115,M,3,,0,25,172,36,118,18
2024,06/02/2024,18,NAYARIT,8,Jala,242,M,3,12,0,18,11,11,0,0
2024,06/02/2024,18,NAYARIT,14,Santa María del Oro,411,M,3,12,0,41,23,16,7,0
2024,06/02/2024,18,NAYARIT,14,Santa María del Oro,433,M,3,12,0,46,15,10,5,0
2024,06/02/2024,18,NAYARIT,20,La Yesca,866,M,3,12,0,76,3,2,1,0
2024,06/02/2024,18,NAYARIT,14,Santa María del Oro,433,M,3,12,0,92,2,1,1,0
2024,06/02/2024,18,NAYARIT,13,San Pedro Lagunillas,400,M,3,13,0,18,6,6,0,0
2024,06/02/2024,18,NAYARIT,13,San Pedro Lagunillas,408,M,3,13,0,30,2,0,2,0
2024,06/02/2024,18,NAYARIT,7,Ixtlán del Río,217,M,3,13,0,32,12,8,4,0
